code,name,description,unit_code,unit_name,unit_sigla,is_active
28112920,Anhídrido sulfúrico (Trióxido de S),Anhídrido sulfúrico (Trióxido de S),6,KILOGRAMO NETO,KN,true
28112990,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28121010,"Tricloruro de arsénico (CAS 7784-34-1) (Cloruro arsénico (III), Cloruro arsenioso, Arsénico líquido","Tricloruro de arsénico (CAS 7784-34-1) (Cloruro arsénico (III), Cloruro arsenioso, Arsénico líquido fumante, Tricloroarsina)*",6,KILOGRAMO NETO,KN,true
28121020,"Tricloruro de fósforo (CAS 7719-12-2) (Triclorofosforano, Clorurofosforoso)*","Tricloruro de fósforo (CAS 7719-12-2) (Triclorofosforano, Clorurofosforoso)*",6,KILOGRAMO NETO,KN,true
28121030,"Pentacloruro de fósforo (CAS 10026-13-8) (Cloruro fosfórico, Percloruro de fósforo, Pentaclorofosfor","Pentacloruro de fósforo (CAS 10026-13-8) (Cloruro fosfórico, Percloruro de fósforo, Pentaclorofosforano)*",6,KILOGRAMO NETO,KN,true
28121040,Monocloruro de azufre (CAS 10025-67-9) (Cloruro de azufre)*,Monocloruro de azufre (CAS 10025-67-9) (Cloruro de azufre)*,6,KILOGRAMO NETO,KN,true
28121050,Dicloruro de azufre (CAS 10545-99-0),Dicloruro de azufre (CAS 10545-99-0),6,KILOGRAMO NETO,KN,true
28121060,"Dicloruro de carbonilo (CAS 75-44-5) (Fosgeno, CG, Dicloroformaldehido, Oxicloruro de carbono)*","Dicloruro de carbonilo (CAS 75-44-5) (Fosgeno, CG, Dicloroformaldehido, Oxicloruro de carbono)*",6,KILOGRAMO NETO,KN,true
28121070,Oxicloruro de fósforo (CAS 10025-87-3) (Cloruro de fosfonilo)*,Oxicloruro de fósforo (CAS 10025-87-3) (Cloruro de fosfonilo)*,6,KILOGRAMO NETO,KN,true
28121080,Cloruro de tionilo (CAS 7719-09-7) (Oxicloruro sulfuroso)*,Cloruro de tionilo (CAS 7719-09-7) (Oxicloruro sulfuroso)*,6,KILOGRAMO NETO,KN,true
28121090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28129000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28131000,Disulfuro de carbono,Disulfuro de carbono,6,KILOGRAMO NETO,KN,true
28139010,Pentasulfuro de fósforo,Pentasulfuro de fósforo,6,KILOGRAMO NETO,KN,true
28139090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28141000,Amoníaco anhidro,Amoníaco anhidro,6,KILOGRAMO NETO,KN,true
28142000,Amoníaco en disolución acuosa,Amoníaco en disolución acuosa,6,KILOGRAMO NETO,KN,true
28151100,Sólido,Sólido,6,KILOGRAMO NETO,KN,true
28151200,En disolución acuosa (lejía de sosa o soda cáustica),En disolución acuosa (lejía de sosa o soda cáustica),6,KILOGRAMO NETO,KN,true
28152000,Hidróxido de potasio (potasa cáustica),Hidróxido de potasio (potasa cáustica),6,KILOGRAMO NETO,KN,true
28153000,Peróxidos de sodio o de potasio,Peróxidos de sodio o de potasio,6,KILOGRAMO NETO,KN,true
28161000,Hidróxido y peróxido de magnesio,Hidróxido y peróxido de magnesio,6,KILOGRAMO NETO,KN,true
28164000,"Óxidos, hidróxidos y peróxidos, de estroncio o de bario","Óxidos, hidróxidos y peróxidos, de estroncio o de bario",6,KILOGRAMO NETO,KN,true
28170000,Óxido de cinc; peróxido de cinc.,Óxido de cinc; peróxido de cinc.,6,KILOGRAMO NETO,KN,true
28181000,"Corindón artificial, aunque no sea de constitución química definida","Corindón artificial, aunque no sea de constitución química definida",6,KILOGRAMO NETO,KN,true
28182000,"Óxido de aluminio, excepto el corindón artificial","Óxido de aluminio, excepto el corindón artificial",6,KILOGRAMO NETO,KN,true
28183000,Hidróxido de aluminio,Hidróxido de aluminio,6,KILOGRAMO NETO,KN,true
28191000,Trióxido de cromo,Trióxido de cromo,6,KILOGRAMO NETO,KN,true
28199000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28201000,Dióxido de manganeso,Dióxido de manganeso,6,KILOGRAMO NETO,KN,true
28209000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28211000,Óxidos e hidróxidos de hierro,Óxidos e hidróxidos de hierro,6,KILOGRAMO NETO,KN,true
28212000,Tierras colorantes,Tierras colorantes,6,KILOGRAMO NETO,KN,true
28220000,Óxidos e hidróxidos de cobalto; óxidos de cobalto comerciales.,Óxidos e hidróxidos de cobalto; óxidos de cobalto comerciales.,6,KILOGRAMO NETO,KN,true
28230000,Óxidos de titanio.,Óxidos de titanio.,6,KILOGRAMO NETO,KN,true
28241000,"Monóxido de plomo (litargirio, masicote)","Monóxido de plomo (litargirio, masicote)",6,KILOGRAMO NETO,KN,true
28249000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28251000,Hidrazina e hidroxilamina y sus sales inorgánicas,Hidrazina e hidroxilamina y sus sales inorgánicas,6,KILOGRAMO NETO,KN,true
28252000,Óxido e hidróxido de litio,Óxido e hidróxido de litio,6,KILOGRAMO NETO,KN,true
28253000,Óxidos e hidróxidos de vanadio,Óxidos e hidróxidos de vanadio,6,KILOGRAMO NETO,KN,true
28254000,Óxidos e hidróxidos de níquel,Óxidos e hidróxidos de níquel,6,KILOGRAMO NETO,KN,true
28255000,Óxidos e hidróxidos de cobre,Óxidos e hidróxidos de cobre,6,KILOGRAMO NETO,KN,true
28256000,Óxidos de germanio y dióxido de circonio,Óxidos de germanio y dióxido de circonio,6,KILOGRAMO NETO,KN,true
28257010,Trióxido de molibdeno,Trióxido de molibdeno,6,KILOGRAMO NETO,KN,true
28257020,Los demás óxidos de molibdeno,Los demás óxidos de molibdeno,6,KILOGRAMO NETO,KN,true
28257030,Hidróxidos de molibdeno,Hidróxidos de molibdeno,6,KILOGRAMO NETO,KN,true
28258000,Óxidos de antimonio,Óxidos de antimonio,6,KILOGRAMO NETO,KN,true
28259000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28261200,De aluminio,De aluminio,6,KILOGRAMO NETO,KN,true
28261900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28263000,Hexafluoroaluminato de sodio (criolita sintética),Hexafluoroaluminato de sodio (criolita sintética),6,KILOGRAMO NETO,KN,true
28269000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28271000,Cloruro de amonio,Cloruro de amonio,6,KILOGRAMO NETO,KN,true
28272000,Cloruro de calcio,Cloruro de calcio,6,KILOGRAMO NETO,KN,true
28273100,De magnesio,De magnesio,6,KILOGRAMO NETO,KN,true
28273200,De aluminio,De aluminio,6,KILOGRAMO NETO,KN,true
28273500,De níquel,De níquel,6,KILOGRAMO NETO,KN,true
28273910,De estaño,De estaño,6,KILOGRAMO NETO,KN,true
28273920,De cobre (cuproso),De cobre (cuproso),6,KILOGRAMO NETO,KN,true
28273930,De litio,De litio,6,KILOGRAMO NETO,KN,true
28273990,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28274100,De cobre,De cobre,6,KILOGRAMO NETO,KN,true
28274900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28275100,Bromuros de sodio o potasio,Bromuros de sodio o potasio,6,KILOGRAMO NETO,KN,true
28275900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28276010,Yoduro de sodio,Yoduro de sodio,6,KILOGRAMO NETO,KN,true
28276020,Yoduro de potasio,Yoduro de potasio,6,KILOGRAMO NETO,KN,true
28276090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28281000,Hipoclorito de calcio comercial y demás hipocloritos de calcio.,Hipoclorito de calcio comercial y demás hipocloritos de calcio.,6,KILOGRAMO NETO,KN,true
28289000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28291100,De sodio,De sodio,6,KILOGRAMO NETO,KN,true
28291900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28299010,Yodato de potasio,Yodato de potasio,6,KILOGRAMO NETO,KN,true
28299020,Yodato de calcio,Yodato de calcio,6,KILOGRAMO NETO,KN,true
28299090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28301010,Neutro,Neutro,6,KILOGRAMO NETO,KN,true
28301022,En disolución acuosa,En disolución acuosa,6,KILOGRAMO NETO,KN,true
28301029,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28309010,Sulfuro de cinc,Sulfuro de cinc,6,KILOGRAMO NETO,KN,true
28309020,Sulfuro de cadmio,Sulfuro de cadmio,6,KILOGRAMO NETO,KN,true
28309090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28311000,De sodio,De sodio,6,KILOGRAMO NETO,KN,true
28319000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28321000,Sulfitos de sodio,Sulfitos de sodio,6,KILOGRAMO NETO,KN,true
28322000,Los demás sulfitos,Los demás sulfitos,6,KILOGRAMO NETO,KN,true
28323000,Tiosulfatos,Tiosulfatos,6,KILOGRAMO NETO,KN,true
28331100,Sulfato de disodio,Sulfato de disodio,6,KILOGRAMO NETO,KN,true
28331900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28332100,De magnesio,De magnesio,6,KILOGRAMO NETO,KN,true
28332200,De aluminio,De aluminio,6,KILOGRAMO NETO,KN,true
28332400,De níquel,De níquel,6,KILOGRAMO NETO,KN,true
28332500,De cobre,De cobre,6,KILOGRAMO NETO,KN,true
28332700,De bario,De bario,6,KILOGRAMO NETO,KN,true
28332910,De cobalto,De cobalto,6,KILOGRAMO NETO,KN,true
28332990,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28333000,Alumbres,Alumbres,6,KILOGRAMO NETO,KN,true
28334000,Peroxosulfatos (persulfatos),Peroxosulfatos (persulfatos),6,KILOGRAMO NETO,KN,true
28341000,Nitritos,Nitritos,6,KILOGRAMO NETO,KN,true
28342110,Con un contenido de nitrato de potasio inferior o igual a 98 % en peso,Con un contenido de nitrato de potasio inferior o igual a 98 % en peso,6,KILOGRAMO NETO,KN,true
28342190,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28342900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28351000,Fosfinatos (hipofosfitos) y fosfonatos (fosfitos),Fosfinatos (hipofosfitos) y fosfonatos (fosfitos),6,KILOGRAMO NETO,KN,true
28352200,De monosodio o de disodio,De monosodio o de disodio,6,KILOGRAMO NETO,KN,true
28352400,De potasio,De potasio,6,KILOGRAMO NETO,KN,true
28352500,Hidrogenoortofosfato de calcio («fosfato dicálcico»),Hidrogenoortofosfato de calcio («fosfato dicálcico»),6,KILOGRAMO NETO,KN,true
28352600,Los demás fosfatos de calcio,Los demás fosfatos de calcio,6,KILOGRAMO NETO,KN,true
28352900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28353100,Trifosfato de sodio (tripolifosfato de sodio),Trifosfato de sodio (tripolifosfato de sodio),6,KILOGRAMO NETO,KN,true
28353900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28362010,Ceniza de soda liviana,Ceniza de soda liviana,6,KILOGRAMO NETO,KN,true
28362020,Ceniza de soda pesada,Ceniza de soda pesada,6,KILOGRAMO NETO,KN,true
28362030,Carbonato de sodio,Carbonato de sodio,6,KILOGRAMO NETO,KN,true
28363000,Hidrogenocarbonato (bicarbonato) de sodio,Hidrogenocarbonato (bicarbonato) de sodio,6,KILOGRAMO NETO,KN,true
28364000,Carbonatos de potasio,Carbonatos de potasio,6,KILOGRAMO NETO,KN,true
28365000,Carbonato de calcio,Carbonato de calcio,6,KILOGRAMO NETO,KN,true
28366000,Carbonato de bario,Carbonato de bario,6,KILOGRAMO NETO,KN,true
28369100,Carbonatos de litio,Carbonatos de litio,6,KILOGRAMO NETO,KN,true
28369200,Carbonato de estroncio,Carbonato de estroncio,6,KILOGRAMO NETO,KN,true
28369910,Peroxocarbonatos (Percarbonatos),Peroxocarbonatos (Percarbonatos),6,KILOGRAMO NETO,KN,true
28369990,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28371110,Cianuros,Cianuros,6,KILOGRAMO NETO,KN,true
28371120,Oxicianuros,Oxicianuros,6,KILOGRAMO NETO,KN,true
28371900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28372000,Cianuros complejos,Cianuros complejos,6,KILOGRAMO NETO,KN,true
28391100,Metasilicatos,Metasilicatos,6,KILOGRAMO NETO,KN,true
28391900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28399000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28401100,Anhidro,Anhidro,6,KILOGRAMO NETO,KN,true
28401900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28402000,Los demás boratos,Los demás boratos,6,KILOGRAMO NETO,KN,true
28403000,Peroxoboratos (perboratos),Peroxoboratos (perboratos),6,KILOGRAMO NETO,KN,true
28413000,Dicromato de sodio,Dicromato de sodio,6,KILOGRAMO NETO,KN,true
28415000,Los demás cromatos y dicromatos; peroxocromatos,Los demás cromatos y dicromatos; peroxocromatos,6,KILOGRAMO NETO,KN,true
28416100,Permanganato de potasio,Permanganato de potasio,6,KILOGRAMO NETO,KN,true
28416900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28417010,De amonio,De amonio,6,KILOGRAMO NETO,KN,true
28417020,De sodio,De sodio,6,KILOGRAMO NETO,KN,true
28417090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28418000,Volframatos (tungstatos),Volframatos (tungstatos),6,KILOGRAMO NETO,KN,true
28419010,Perrenato de amonio,Perrenato de amonio,6,KILOGRAMO NETO,KN,true
28419090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28421000,"Silicatos dobles o complejos, incluidos los aluminosilicatos, aunque no sean de constitución química","Silicatos dobles o complejos, incluidos los aluminosilicatos, aunque no sean de constitución química definida.",6,KILOGRAMO NETO,KN,true
28429000,Las demás,Las demás,6,KILOGRAMO NETO,KN,true
28431000,Metal precioso en estado coloidal,Metal precioso en estado coloidal,6,KILOGRAMO NETO,KN,true
28432100,Nitrato de plata,Nitrato de plata,6,KILOGRAMO NETO,KN,true
28432900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28433000,Compuestos de oro,Compuestos de oro,6,KILOGRAMO NETO,KN,true
28439000,Los demás compuestos; amalgamas,Los demás compuestos; amalgamas,6,KILOGRAMO NETO,KN,true
28441000,"Uranio natural y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos","Uranio natural y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio natural o compuestos de uranio natural.",6,KILOGRAMO NETO,KN,true
28442000,"Uranio enriquecido en U 235 y sus compuestos; plutonio y sus compuestos; aleaciones, dispersiones (","Uranio enriquecido en U 235 y sus compuestos; plutonio y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio enriquecido en U 235, pluto",6,KILOGRAMO NETO,KN,true
28443000,"Uranio empobrecido en U 235 y sus compuestos; torio y sus compuestos; aleaciones, dispersiones (incl","Uranio empobrecido en U 235 y sus compuestos; torio y sus compuestos; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan uranio empobrecido en U 235, torio o",6,KILOGRAMO NETO,KN,true
28444000,"Elementos e isótopos y compuestos, radiactivos, excepto los de las subpartidas 2844.10, 2844.20 ó","Elementos e isótopos y compuestos, radiactivos, excepto los de las subpartidas 2844.10, 2844.20 ó 2844.30; aleaciones, dispersiones (incluido el cermet), productos cerámicos y mezclas, que contengan",6,KILOGRAMO NETO,KN,true
28445000,Elementos combustibles (cartuchos) agotados (irradiados) de reactores nucleares.,Elementos combustibles (cartuchos) agotados (irradiados) de reactores nucleares.,6,KILOGRAMO NETO,KN,true
28451000,Agua pesada (óxido de deuterio),Agua pesada (óxido de deuterio),6,KILOGRAMO NETO,KN,true
28459000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28461000,Compuestos de cerio,Compuestos de cerio,6,KILOGRAMO NETO,KN,true
28469000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28470000,"Peróxido de hidrógeno (agua oxigenada), incluso solidificado con urea.","Peróxido de hidrógeno (agua oxigenada), incluso solidificado con urea.",6,KILOGRAMO NETO,KN,true
28480010,De magnesio,De magnesio,6,KILOGRAMO NETO,KN,true
28480020,De aluminio,De aluminio,6,KILOGRAMO NETO,KN,true
28480030,De cobre,De cobre,6,KILOGRAMO NETO,KN,true
28480090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28491000,De calcio,De calcio,6,KILOGRAMO NETO,KN,true
28492000,De silicio,De silicio,6,KILOGRAMO NETO,KN,true
28499000,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
28500000,"Hidruros, nitruros, aziduros (azidas), siliciuros y boruros, aunque no sean de constitución química","Hidruros, nitruros, aziduros (azidas), siliciuros y boruros, aunque no sean de constitución química definida, excepto los compuestos que consistan igualmente en carburos de la partida 28.49.",6,KILOGRAMO NETO,KN,true
28520000,"Compuestos inorgánicos u orgánicos, de mercurio, excepto las amalgamas.","Compuestos inorgánicos u orgánicos, de mercurio, excepto las amalgamas.",6,KILOGRAMO NETO,KN,true
28530010,"Cloruro de cianógeno (CAS 506-77-4) (Clorocian, Clorocianuro, Clorocianógeno, Cianocloruro, Cianuro","Cloruro de cianógeno (CAS 506-77-4) (Clorocian, Clorocianuro, Clorocianógeno, Cianocloruro, Cianuro de cloro)*",6,KILOGRAMO NETO,KN,true
28530090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29011000,Saturados,Saturados,6,KILOGRAMO NETO,KN,true
29012100,Etileno,Etileno,6,KILOGRAMO NETO,KN,true
29012200,Propeno (propileno),Propeno (propileno),6,KILOGRAMO NETO,KN,true
29012300,Buteno (butileno) y sus isómeros,Buteno (butileno) y sus isómeros,6,KILOGRAMO NETO,KN,true
29012400,"Buta-1,3-dieno e isopreno","Buta-1,3-dieno e isopreno",6,KILOGRAMO NETO,KN,true
29012910,"7-metil-3-metilene-1,6-octadieno(Mirceno)","7-metil-3-metilene-1,6-octadieno(Mirceno)",6,KILOGRAMO NETO,KN,true
29012990,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29021100,Ciclohexano,Ciclohexano,6,KILOGRAMO NETO,KN,true
29021900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29022000,Benceno,Benceno,6,KILOGRAMO NETO,KN,true
29023000,Tolueno,Tolueno,6,KILOGRAMO NETO,KN,true
29024100,o-Xileno,o-Xileno,6,KILOGRAMO NETO,KN,true
29024200,m-Xileno,m-Xileno,6,KILOGRAMO NETO,KN,true
29024300,p-Xileno,p-Xileno,6,KILOGRAMO NETO,KN,true
29024400,Mezclas de isómeros del xileno,Mezclas de isómeros del xileno,6,KILOGRAMO NETO,KN,true
29025000,Estireno,Estireno,6,KILOGRAMO NETO,KN,true
29026000,Etilbenceno,Etilbenceno,6,KILOGRAMO NETO,KN,true
29027000,Cumeno,Cumeno,6,KILOGRAMO NETO,KN,true
29029010,Trans-B-metilestireno,Trans-B-metilestireno,6,KILOGRAMO NETO,KN,true
29029020,Alilbenceno,Alilbenceno,6,KILOGRAMO NETO,KN,true
29029090,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29031100,Clorometano (cloruro de metilo) y cloroetano (cloruro de etilo),Clorometano (cloruro de metilo) y cloroetano (cloruro de etilo),6,KILOGRAMO NETO,KN,true
29031200,Diclorometano (cloruro de metileno),Diclorometano (cloruro de metileno),6,KILOGRAMO NETO,KN,true
29031300,Cloroformo (triclorometano),Cloroformo (triclorometano),6,KILOGRAMO NETO,KN,true
29031400,Tetracloruro de carbono,Tetracloruro de carbono,6,KILOGRAMO NETO,KN,true
29031500,"Dicloruro de etileno (ISO) (1,2-dicloroetano)","Dicloruro de etileno (ISO) (1,2-dicloroetano)",6,KILOGRAMO NETO,KN,true
29031910,"1,1,1 Tricloroetano (Metil-cloroformo)","1,1,1 Tricloroetano (Metil-cloroformo)",6,KILOGRAMO NETO,KN,true
29031990,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29032100,Cloruro de vinilo (cloroetileno),Cloruro de vinilo (cloroetileno),6,KILOGRAMO NETO,KN,true
29032200,Tricloroetileno,Tricloroetileno,6,KILOGRAMO NETO,KN,true
29032300,Tetracloroetileno (percloroetileno),Tetracloroetileno (percloroetileno),6,KILOGRAMO NETO,KN,true
29032900,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29033100,"Dibromuro de etileno (ISO) (1,2-dibromoetano)","Dibromuro de etileno (ISO) (1,2-dibromoetano)",6,KILOGRAMO NETO,KN,true
29033911,Bromuro de metilo (bromometano)*,Bromuro de metilo (bromometano)*,6,KILOGRAMO NETO,KN,true
29033912,Trifluorometano,Trifluorometano,6,KILOGRAMO NETO,KN,true
29033913,Tetrafluorometano,Tetrafluorometano,6,KILOGRAMO NETO,KN,true
29033919,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29033921,Difluoroetano,Difluoroetano,6,KILOGRAMO NETO,KN,true
29033922,Tetrafluoroetano,Tetrafluoroetano,6,KILOGRAMO NETO,KN,true
29033923,Pentafluoroetano,Pentafluoroetano,6,KILOGRAMO NETO,KN,true
29033924,Hexafluoroetano,Hexafluoroetano,6,KILOGRAMO NETO,KN,true
29033929,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29033931,Hexafluoropropano,Hexafluoropropano,6,KILOGRAMO NETO,KN,true
29033932,Octafluoropropano,Octafluoropropano,6,KILOGRAMO NETO,KN,true
29033933,Heptafluoropropano,Heptafluoropropano,6,KILOGRAMO NETO,KN,true
29033939,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29033941,Decafluorobutano,Decafluorobutano,6,KILOGRAMO NETO,KN,true
29033949,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29033951,Perfluorohexano,Perfluorohexano,6,KILOGRAMO NETO,KN,true
29033959,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29033991,"PFIB (CAS 382-21-8) (1,1,3,3,3-Pentafluoro-2-(trifluorometil) propeno, Octafluoroisobutileno, Perflu","PFIB (CAS 382-21-8) (1,1,3,3,3-Pentafluoro-2-(trifluorometil) propeno, Octafluoroisobutileno, Perfluoroisobutileno, Perfluoroisobuteno, 1,1,3,3,3-Pentafluoro-2-(trifluorometil)-1-propeno)*",6,KILOGRAMO NETO,KN,true
29033999,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29034100,Triclorofluorometano,Triclorofluorometano,6,KILOGRAMO NETO,KN,true
29034200,Diclorodifluorometano,Diclorodifluorometano,6,KILOGRAMO NETO,KN,true
29034300,Triclorotrifluoroetanos,Triclorotrifluoroetanos,6,KILOGRAMO NETO,KN,true
29034410,Diclorotetrafluoroetanos,Diclorotetrafluoroetanos,6,KILOGRAMO NETO,KN,true
29034420,Cloropentafluoroetano,Cloropentafluoroetano,6,KILOGRAMO NETO,KN,true
29034510,Clorotrifluorometano,Clorotrifluorometano,6,KILOGRAMO NETO,KN,true
29034520,Pentaclorofluoroetano,Pentaclorofluoroetano,6,KILOGRAMO NETO,KN,true
29034530,Tetraclorodifluoroetanos,Tetraclorodifluoroetanos,6,KILOGRAMO NETO,KN,true
29034540,Heptaclorofluoropropanos,Heptaclorofluoropropanos,6,KILOGRAMO NETO,KN,true
29034550,Hexaclorodifluoropropanos,Hexaclorodifluoropropanos,6,KILOGRAMO NETO,KN,true
29034560,Pentaclorotrifluoropropanos,Pentaclorotrifluoropropanos,6,KILOGRAMO NETO,KN,true
29034570,Tetraclorotetrafluoropropanos,Tetraclorotetrafluoropropanos,6,KILOGRAMO NETO,KN,true
29034580,Tricloropentafluoropropanos,Tricloropentafluoropropanos,6,KILOGRAMO NETO,KN,true
29034591,Diclorohexafluoropropanos,Diclorohexafluoropropanos,6,KILOGRAMO NETO,KN,true
29034592,Cloroheptafluoropropanos,Cloroheptafluoropropanos,6,KILOGRAMO NETO,KN,true
29034599,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29034610,Bromoclorodifluorometano,Bromoclorodifluorometano,6,KILOGRAMO NETO,KN,true
29034620,Bromotrifluorometano,Bromotrifluorometano,6,KILOGRAMO NETO,KN,true
29034630,Dibromo-tetrafluoroetanos,Dibromo-tetrafluoroetanos,6,KILOGRAMO NETO,KN,true
29034700,Los demás derivados perhalogenados,Los demás derivados perhalogenados,6,KILOGRAMO NETO,KN,true
29034910,Clorodifluorometano,Clorodifluorometano,6,KILOGRAMO NETO,KN,true
29034920,Diclorotrifluoroetanos,Diclorotrifluoroetanos,6,KILOGRAMO NETO,KN,true
29034930,Clorotetrafluoroetanos,Clorotetrafluoroetanos,6,KILOGRAMO NETO,KN,true
29034940,Diclorofluoroetanos,Diclorofluoroetanos,6,KILOGRAMO NETO,KN,true
29034950,Clorodifluoroetanos,Clorodifluoroetanos,6,KILOGRAMO NETO,KN,true
29034960,Dicloropentafluoropropanos,Dicloropentafluoropropanos,6,KILOGRAMO NETO,KN,true
29034991,"Otros derivados del metano, del etano o del propano, halogenados únicamente con flúor y cloro","Otros derivados del metano, del etano o del propano, halogenados únicamente con flúor y cloro",6,KILOGRAMO NETO,KN,true
29034992,"Otros derivados del metano, del etano o del propano, halogenados únicamente con flúor y bromo","Otros derivados del metano, del etano o del propano, halogenados únicamente con flúor y bromo",6,KILOGRAMO NETO,KN,true
29034999,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29035110,Hexaclorociclohexano isómero gamma (CAS 58-89-9) con un mínimo de 99 % de pureza (lindano),Hexaclorociclohexano isómero gamma (CAS 58-89-9) con un mínimo de 99 % de pureza (lindano),6,KILOGRAMO NETO,KN,true
29035190,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29035210,Aldrina (CAS 309-00-2) (Hexaclorohexahidrodimetanonaftaleno y sus sinónimos),Aldrina (CAS 309-00-2) (Hexaclorohexahidrodimetanonaftaleno y sus sinónimos),6,KILOGRAMO NETO,KN,true
29035220,Clordano (ISO) (CAS 57-74-9),Clordano (ISO) (CAS 57-74-9),6,KILOGRAMO NETO,KN,true
29035230,Heptacloro (ISO) (CAS 76-44-8),Heptacloro (ISO) (CAS 76-44-8),6,KILOGRAMO NETO,KN,true
29035930,Mirex (CAS 2385-85-5),Mirex (CAS 2385-85-5),6,KILOGRAMO NETO,KN,true
29035990,Los demás,Los demás,6,KILOGRAMO NETO,KN,true
29036100,"Clorobenceno, o-diclorobenceno y p-diclorobenceno","Clorobenceno, o-diclorobenceno y p-diclorobenceno",6,KILOGRAMO NETO,KN,true
29036210,Hexaclorobenceno (ISO) (CAS 118-74-1),Hexaclorobenceno (ISO) (CAS 118-74-1),6,KILOGRAMO NETO,KN,true
29036220,"DDT (ISO) (CAS 50-29-3) (clofenotano (DCI), 1,1,1-tricloro-2,2- bis(p-clorofenil)etano)","DDT (ISO) (CAS 50-29-3) (clofenotano (DCI), 1,1,1-tricloro-2,2- bis(p-clorofenil)etano)",6,KILOGRAMO NETO,KN,true
29036910,Cloruro de bencilo,Cloruro de bencilo,6,KILOGRAMO NETO,KN,true
29036920,Bromobenceno,Bromobenceno,6,KILOGRAMO NETO,KN,true
29036930,Hexabromobifenilo (CAS 36355-01-8),Hexabromobifenilo (CAS 36355-01-8),6,KILOGRAMO NETO,KN,true
29036940,Tetrabromo(tetrabromofenil)benceno (CAS 27858-07-7) (Octabromobifenilo),Tetrabromo(tetrabromofenil)benceno (CAS 27858-07-7) (Octabromobifenilo),6,KILOGRAMO NETO,KN,true
29036950,Decabromobifenilo (CAS 13654-09-6),Decabromobifenilo (CAS 13654-09-6),6,KILOGRAMO NETO,KN,true
29036960,Bifenilo clorado (CAS 1336-36-3),Bifenilo clorado (CAS 1336-36-3),6,KILOGRAMO NETO,KN,true
